Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Hospital overall rating,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Patient experience national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison,lat,lon
010029,EAST ALABAMA MEDICAL CENTER,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,LEE,(334) 749-3411,Acute Care Hospitals,Government - Hospital District or Authority,True,4,Below the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Above the national average,Below the national average,32.7,-85.4
161371,WINNESHIEK MEDICAL CENTER,901 MONTGOMERY STREET,DECORAH,IA,52101,WINNESHIEK,(563) 382-2911,Critical Access Hospitals,Government - Local,True,4,Same as the national average,Not Available,Above the national average,Above the national average,Same as the national average,Not Available,Below the national average,43.3,-91.8
390157,OHIO VALLEY GENERAL HOSPITAL,25 HECKEL ROAD,MCKEES ROCKS,PA,15136,ALLEGHENY,(412) 777-6161,Acute Care Hospitals,Voluntary non-profit - Private,True,2,Same as the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,40.47,-80.11
250084,MERIT HEALTH NATCHEZ,52 SERGEANT PRENTISS DRIVE,NATCHEZ,MS,39120,ADAMS,(601) 443-2100,Acute Care Hospitals,Proprietary,True,2,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Above the national average,31.5,-91.4
230099,PROMEDICA MONROE REGIONAL HOSPITAL,718 N MACOMB ST,MONROE,MI,48162,MONROE,(734) 240-8400,Acute Care Hospitals,Voluntary non-profit - Other,True,2,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,42.0,-83.4
281339,MEMORIAL HEALTH CARE SYSTEMS,300 NORTH COLUMBIA AVE,SEWARD,NE,68434,SEWARD,(402) 643-2971,Critical Access Hospitals,Voluntary non-profit - Private,True,3,Same as the national average,Not Available,Below the national average,Above the national average,Not Available,Above the national average,Same as the national average,40.9,-97.1
450565,PALO PINTO GENERAL HOSPITAL,400 SOUTHWEST 25 AVE,MINERAL WELLS,TX,76067,PALO PINTO,(940) 325-7891,Acute Care Hospitals,Government - Hospital District or Authority,True,2,Same as the national average,Not Available,Same as the national average,Same as the national average,Same as the national average,Above the national average,Below the national average,32.8,-98.2
390081,DELAWARE COUNTY MEMORIAL HOSPITAL,501 NORTH LANSDOWNE AVE,DREXEL HILL,PA,19026,DELAWARE,(215) 284-8100,Acute Care Hospitals,Voluntary non-profit - Private,True,2,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,39.95,-75.31
330115,ONEIDA HEALTH HOSPITAL,321 GENESEE STREET,ONEIDA,NY,13421,MADISON,(315) 363-6000,Acute Care Hospitals,Voluntary non-profit - Other,True,3,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,43.1,-75.6
310012,VALLEY HOSPITAL,223 N VAN DIEN AVENUE,RIDGEWOOD,NJ,7450,BERGEN,(201) 447-8000,Acute Care Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,40.98,-74.11
440185,TENNOVA HEALTHCARE-CLEVELAND,2305 CHAMBLISS AVE NW,CLEVELAND,TN,37311,BRADLEY,(423) 339-4132,Acute Care Hospitals,Proprietary,True,2,Below the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,35.1,-84.9
050742,OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,CA,90036,LOS ANGELES,(310) 657-5900,Acute Care Hospitals,Proprietary,False,2,Above the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Not Available,34.07,-118.35
340188,CAPE FEAR VALLEY HOKE HOSPITAL,210 MEDICAL PAVILION DRIVE,RAEFORD,NC,28376,HOKE,(910) 904-8000,Acute Care Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,35.1,-79.2
670077,HOUSTON METHODIST WEST HOSPITAL,18500 KATY FREEWAY,HOUSTON,TX,77094,HARRIS,(832) 522-1000,Acute Care Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Above the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,29.76,-95.69
490017,BON SECOURS MARYVIEW MEDICAL CENTER,3636 HIGH STREET,PORTSMOUTH,VA,23707,PORTSMOUTH CITY,(757) 398-2200,Acute Care Hospitals,Voluntary non-profit - Private,True,1,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,36.84,-76.34
490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,PETERSBURG CITY,(804) 765-5000,Acute Care Hospitals,Proprietary,True,2,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,37.1,-77.4
171321,MEADE DISTRICT HOSPITAL,510 EAST CARTHAGE,MEADE,KS,67864,MEADE,(620) 873-2141,Critical Access Hospitals,Government - Hospital District or Authority,True,4,Not Available,Not Available,Same as the national average,Not Available,Not Available,Above the national average,Same as the national average,37.2,-100.3
141343,CRAWFORD MEMORIAL HOSPITAL,1000 NORTH ALLEN STREET,ROBINSON,IL,62454,CRAWFORD,(618) 544-3131,Critical Access Hospitals,Government - Hospital District or Authority,True,4,Same as the national average,Not Available,Same as the national average,Above the national average,Same as the national average,Above the national average,Below the national average,39.0,-87.8
361314,MAGRUDER HOSPITAL,615 FULTON ST,PORT CLINTON,OH,43452,OTTAWA,(419) 734-3131,Critical Access Hospitals,Voluntary non-profit - Private,True,5,Same as the national average,Not Available,Above the national average,Above the national average,Not Available,Above the national average,Same as the national average,41.5,-83.0
260210,ST ALEXIUS HOSPITAL,3933 S BROADWAY,SAINT LOUIS,MO,63118,ST. LOUIS CITY,(314) 865-7000,Acute Care Hospitals,Proprietary,True,2,Not Available,Not Available,Same as the national average,Below the national average,Same as the national average,Below the national average,Not Available,38.59,-90.22
190045,ST TAMMANY PARISH HOSPITAL,1202 S TYLER STREET,COVINGTON,LA,70433,ST. TAMMANY,(985) 898-4000,Acute Care Hospitals,Government - Hospital District or Authority,True,4,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Below the national average,30.48,-90.1
330304,WHITE PLAINS HOSPITAL CENTER,41 EAST POST R0AD,WHITE PLAINS,NY,10601,WESTCHESTER,(914) 681-0600,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Same as the national average,Below the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,41.03,-73.76
031300,WICKENBURG COMMUNITY HOSPITAL,520 ROSE LANE,WICKENBURG,AZ,85390,MARICOPA,(928) 684-5421,Critical Access Hospitals,Voluntary non-profit - Private,True,3,Same as the national average,Not Available,Same as the national average,Above the national average,Not Available,Not Available,Below the national average,33.9,-113.0
260074,MOBERLY REGIONAL MEDICAL CENTER,1515 UNION AVE,MOBERLY,MO,65270,RANDOLPH,(660) 263-8400,Acute Care Hospitals,Proprietary,True,3,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Not Available,39.4,-92.4
170186,KANSAS HEART HOSPITAL,3601 NORTH WEBB ROAD,WICHITA,KS,67226,SEDGWICK,(316) 630-5000,Acute Care Hospitals,Proprietary,False,5,Same as the national average,Above the national average,Above the national average,Above the national average,Not Available,Not Available,Not Available,37.78,-97.22
500005,VIRGINIA MASON MEDICAL CENTER,925 SENECA ST,SEATTLE,WA,98101,KING,(206) 223-6600,Acute Care Hospitals,Voluntary non-profit - Private,True,5,Above the national average,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,47.61,-122.33
140083,LORETTO HOSPITAL,645 SOUTH CENTRAL AVE,CHICAGO,IL,60644,COOK,(773) 626-4300,Acute Care Hospitals,Voluntary non-profit - Other,True,2,Same as the national average,Not Available,Below the national average,Not Available,Same as the national average,Below the national average,Not Available,41.88,-87.76
060103,CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,100 HEALTH PARK DR,LOUISVILLE,CO,80027,BOULDER,(303) 673-1280,Acute Care Hospitals,Voluntary non-profit - Church,True,4,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,39.98,-105.13
420002,PIEDMONT MEDICAL CENTER,222 S HERLONG AVE,ROCK HILL,SC,29730,YORK,(803) 329-1234,Acute Care Hospitals,Proprietary,True,2,Below the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Above the national average,34.9,-81.0
230133,MUNSON HEALTHCARE OTSEGO MEMORIAL HOSPITAL,825 N CENTER AVE,GAYLORD,MI,49735,OTSEGO,(989) 731-2100,Acute Care Hospitals,Voluntary non-profit - Private,False,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,45.0,-84.6
451365,SETON HIGHLAND LAKES,HIGHWAY 281 SOUTH,BURNET,TX,78611,BURNET,(512) 715-3000,Critical Access Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Not Available,Above the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,30.8,-98.3
670034,SCOTT & WHITE HOSPITAL-ROUND ROCK,300 UNIVERSITY BLVD,ROUND ROCK,TX,78664,WILLIAMSON,(512) 509-0100,Acute Care Hospitals,Voluntary non-profit - Private,True,5,Above the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,30.5,-97.64
070011,CHARLOTTE HUNGERFORD HOSPITAL,540 LITCHFIELD ST,TORRINGTON,CT,6790,LITCHFIELD,(860) 496-6666,Acute Care Hospitals,Voluntary non-profit - Private,True,1,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,41.84,-73.13
310039,RARITAN BAY MEDICAL CENTER PERTH AMBOY DIVISION,530 NEW BRUNSWICK AVE,PERTH AMBOY,NJ,8861,MIDDLESEX,(732) 442-3700,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Above the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,40.52,-74.28
450054,BAYLOR SCOTT & WHITE  CLINIC - TEMPLE,2401 S  31ST ST,TEMPLE,TX,76508,BELL,(254) 724-2111,Acute Care Hospitals,Voluntary non-profit - Private,True,4,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,31.1,-97.2
340003,NORTHERN HOSPITAL OF SURRY COUNTY,830 ROCKFORD ST,MOUNT AIRY,NC,27030,SURRY,(336) 719-7000,Acute Care Hospitals,Government - Hospital District or Authority,True,5,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,36.5,-80.6
